topic;time_bin;count;share
0;2020-05-01;52;0.7323943661971831
0;2020-06-01;71;0.6513761467889908
0;2020-07-01;82;0.8282828282828283
0;2020-08-01;130;0.7784431137724551
0;2020-09-01;133;0.8417721518987342
0;2020-10-01;13;0.8666666666666667
0;2020-11-01;4;0.8
0;2020-12-01;7;0.4666666666666667
0;2021-01-01;32;0.7441860465116279
0;2021-02-01;36;0.75
0;2021-03-01;34;0.7391304347826086
0;2021-04-01;82;0.8723404255319149
0;2021-05-01;2695;0.7159936238044633
0;2021-06-01;1656;0.7462821090581343
0;2021-07-01;1046;0.8321400159108989
0;2021-08-01;265;0.8229813664596274
0;2021-09-01;171;0.7533039647577092
0;2021-10-01;145;0.7178217821782178
0;2021-11-01;119;0.7933333333333333
0;2021-12-01;18;0.6666666666666666
0;2022-01-01;60;0.8450704225352113
0;2022-02-01;135;0.6585365853658537
0;2022-03-01;187;0.6951672862453532
0;2022-04-01;79;0.6810344827586207
0;2022-05-01;485;0.7049418604651163
0;2022-06-01;326;0.7511520737327189
0;2022-07-01;251;0.7917981072555205
0;2022-08-01;222;0.7184466019417476
0;2022-09-01;77;0.7623762376237624
0;2022-10-01;8;0.6666666666666666
0;2022-11-01;2;1.0
0;2022-12-01;17;0.7727272727272727
0;2023-01-01;107;0.6772151898734177
0;2023-02-01;88;0.6153846153846154
0;2023-03-01;4;0.4
0;2023-04-01;109;0.5618556701030928
0;2023-05-01;264;0.7478753541076487
0;2023-06-01;62;0.6526315789473685
0;2023-07-01;150;0.7731958762886598
0;2023-08-01;51;0.6538461538461539
0;2023-09-01;22;0.6111111111111112
0;2023-10-01;12546;0.7781912914030518
0;2023-11-01;10078;0.7519212116690294
0;2023-12-01;5619;0.7504006410256411
0;2024-01-01;2924;0.7383838383838384
0;2024-02-01;3228;0.7012817727568976
0;2024-03-01;2625;0.6843065693430657
0;2024-04-01;4343;0.722268418426742
0;2024-05-01;2958;0.7519064565327911
0;2024-06-01;2522;0.7468167012140954
0;2024-07-01;2126;0.7369150779896014
0;2024-08-01;1985;0.7255116959064327
0;2024-09-01;2083;0.7008748317631225
0;2024-10-01;3455;0.7032363118257684
0;2024-11-01;2271;0.6909035594767265
0;2024-12-01;1667;0.7142245072836333
0;2025-01-01;2655;0.7116054677030287
0;2025-02-01;2518;0.6410386965376782
0;2025-03-01;2273;0.7054624456859093
0;2025-04-01;2848;0.7228426395939086
0;2025-05-01;3638;0.6674004769767016
0;2025-06-01;5079;0.6737861501724596
0;2025-07-01;3950;0.6908009793634138
0;2025-08-01;20899;0.758639465659939
0;2025-09-01;735;0.7835820895522388
1;2020-06-01;5;0.045871559633027525
1;2020-08-01;4;0.023952095808383235
1;2021-01-01;3;0.06976744186046512
1;2021-05-01;95;0.02523910733262487
1;2021-06-01;43;0.019378098242451555
1;2021-07-01;2;0.0015910898965791568
1;2021-08-01;1;0.003105590062111801
1;2021-09-01;4;0.01762114537444934
1;2021-10-01;7;0.034653465346534656
1;2021-11-01;3;0.02
1;2022-03-01;2;0.007434944237918215
1;2022-05-01;33;0.04796511627906977
1;2022-06-01;1;0.002304147465437788
1;2022-07-01;1;0.0031545741324921135
1;2022-08-01;2;0.006472491909385114
1;2022-09-01;1;0.009900990099009901
1;2023-01-01;3;0.0189873417721519
1;2023-05-01;3;0.0084985835694051
1;2023-07-01;1;0.005154639175257732
1;2023-08-01;1;0.01282051282051282
1;2023-09-01;4;0.1111111111111111
1;2023-10-01;331;0.020530951494851755
1;2023-11-01;271;0.020219353875997912
1;2023-12-01;206;0.02751068376068376
1;2024-01-01;111;0.02803030303030303
1;2024-02-01;213;0.04627416902020422
1;2024-03-01;77;0.020072992700729927
1;2024-04-01;118;0.01962414768002661
1;2024-05-01;87;0.022114895780376207
1;2024-06-01;24;0.0071068996150429374
1;2024-07-01;43;0.01490467937608319
1;2024-08-01;59;0.021564327485380116
1;2024-09-01;102;0.034320323014804845
1;2024-10-01;147;0.029920618766537756
1;2024-11-01;221;0.06723456038941283
1;2024-12-01;57;0.02442159383033419
1;2025-01-01;68;0.018225676762262128
1;2025-02-01;110;0.0280040733197556
1;2025-03-01;97;0.03010552451893234
1;2025-04-01;57;0.014467005076142132
1;2025-05-01;179;0.032838011374059804
1;2025-06-01;520;0.06898381533563279
1;2025-07-01;108;0.01888772298006296
1;2025-08-01;386;0.014011906490489327
1;2025-09-01;20;0.021321961620469083
2;2020-05-01;3;0.04225352112676056
2;2020-06-01;4;0.03669724770642202
2;2020-07-01;3;0.030303030303030304
2;2020-08-01;5;0.029940119760479042
2;2020-09-01;4;0.02531645569620253
2;2021-01-01;4;0.09302325581395349
2;2021-02-01;3;0.0625
2;2021-03-01;3;0.06521739130434782
2;2021-04-01;2;0.02127659574468085
2;2021-05-01;118;0.03134962805526036
2;2021-06-01;82;0.036953582694907616
2;2021-07-01;32;0.02545743834526651
2;2021-08-01;10;0.031055900621118012
2;2021-09-01;5;0.022026431718061675
2;2021-10-01;8;0.039603960396039604
2;2021-11-01;2;0.013333333333333334
2;2021-12-01;1;0.037037037037037035
2;2022-01-01;3;0.04225352112676056
2;2022-02-01;3;0.014634146341463415
2;2022-03-01;11;0.040892193308550186
2;2022-04-01;7;0.0603448275862069
2;2022-05-01;17;0.024709302325581394
2;2022-06-01;15;0.03456221198156682
2;2022-07-01;10;0.031545741324921134
2;2022-08-01;13;0.042071197411003236
2;2022-09-01;2;0.019801980198019802
2;2022-10-01;2;0.16666666666666666
2;2022-12-01;1;0.045454545454545456
2;2023-01-01;6;0.0379746835443038
2;2023-02-01;5;0.03496503496503497
2;2023-04-01;2;0.010309278350515464
2;2023-05-01;13;0.036827195467422094
2;2023-06-01;14;0.14736842105263157
2;2023-07-01;6;0.030927835051546393
2;2023-08-01;4;0.05128205128205128
2;2023-09-01;2;0.05555555555555555
2;2023-10-01;607;0.0376504155811934
2;2023-11-01;434;0.03238081026635828
2;2023-12-01;215;0.028712606837606836
2;2024-01-01;111;0.02803030303030303
2;2024-02-01;139;0.03019769715402998
2;2024-03-01;98;0.025547445255474453
2;2024-04-01;168;0.027939464493597205
2;2024-05-01;118;0.029994916115912557
2;2024-06-01;112;0.03316553153686704
2;2024-07-01;73;0.025303292894280762
2;2024-08-01;87;0.03179824561403509
2;2024-09-01;109;0.03667563930013459
2;2024-10-01;160;0.03256665988194586
2;2024-11-01;78;0.02372984484332218
2;2024-12-01;66;0.028277634961439587
2;2025-01-01;95;0.025462342535513268
2;2025-02-01;137;0.034877800407331974
2;2025-03-01;128;0.03972687771570453
2;2025-04-01;118;0.029949238578680204
2;2025-05-01;187;0.03430563199412952
2;2025-06-01;185;0.024542318917484745
2;2025-07-01;203;0.035501923749562785
2;2025-08-01;1048;0.03804268912443735
2;2025-09-01;32;0.03411513859275053
3;2020-05-01;1;0.014084507042253521
3;2021-05-01;7;0.0018597236981934113
3;2021-06-01;4;0.0018026137899954935
3;2021-07-01;2;0.0015910898965791568
3;2021-09-01;17;0.07488986784140969
3;2021-10-01;15;0.07425742574257425
3;2021-11-01;9;0.06
3;2022-01-01;2;0.028169014084507043
3;2022-02-01;7;0.03414634146341464
3;2022-03-01;29;0.10780669144981413
3;2022-04-01;12;0.10344827586206896
3;2022-05-01;37;0.05377906976744186
3;2022-06-01;32;0.07373271889400922
3;2022-07-01;19;0.05993690851735016
3;2022-08-01;25;0.08090614886731391
3;2022-09-01;2;0.019801980198019802
3;2023-01-01;2;0.012658227848101266
3;2023-02-01;25;0.17482517482517482
3;2023-03-01;3;0.3
3;2023-04-01;3;0.015463917525773196
3;2023-05-01;14;0.039660056657223795
3;2023-06-01;7;0.07368421052631578
3;2023-07-01;8;0.041237113402061855
3;2023-08-01;9;0.11538461538461539
3;2023-09-01;4;0.1111111111111111
3;2023-10-01;263;0.016313112517057436
3;2023-11-01;446;0.033276132209206895
3;2023-12-01;210;0.028044871794871796
3;2024-01-01;142;0.03585858585858586
3;2024-02-01;150;0.0325874429719748
3;2024-03-01;187;0.04874869655891554
3;2024-04-01;309;0.051388657907866286
3;2024-05-01;172;0.043721403152008134
3;2024-06-01;131;0.0387918270654427
3;2024-07-01;94;0.032582322357019064
3;2024-08-01;118;0.04312865497076023
3;2024-09-01;115;0.03869448183041723
3;2024-10-01;158;0.03215957663342153
3;2024-11-01;122;0.037115911165196226
3;2024-12-01;55;0.02356469580119966
3;2025-01-01;114;0.030554811042615922
3;2025-02-01;131;0.03335030549898167
3;2025-03-01;104;0.03227808814400993
3;2025-04-01;133;0.03375634517766497
3;2025-05-01;190;0.034855989726655656
3;2025-06-01;302;0.04006367736800212
3;2025-07-01;159;0.027806925498426022
3;2025-08-01;738;0.026789603600987366
3;2025-09-01;14;0.014925373134328358
4;2021-05-01;229;0.06083953241232731
4;2021-06-01;18;0.00811176205497972
4;2021-07-01;26;0.020684168655529037
4;2021-08-01;4;0.012422360248447204
4;2021-09-01;2;0.00881057268722467
4;2021-10-01;2;0.009900990099009901
4;2021-11-01;2;0.013333333333333334
4;2021-12-01;2;0.07407407407407407
4;2022-02-01;7;0.03414634146341464
4;2022-03-01;1;0.0037174721189591076
4;2022-05-01;1;0.0014534883720930232
4;2022-06-01;1;0.002304147465437788
4;2022-07-01;1;0.0031545741324921135
4;2022-08-01;5;0.016181229773462782
4;2022-09-01;4;0.039603960396039604
4;2022-12-01;1;0.045454545454545456
4;2023-01-01;4;0.02531645569620253
4;2023-04-01;4;0.020618556701030927
4;2023-05-01;9;0.025495750708215296
4;2023-07-01;1;0.005154639175257732
4;2023-10-01;34;0.002108919488897159
4;2023-11-01;45;0.0033574572856823097
4;2023-12-01;15;0.002003205128205128
4;2024-01-01;21;0.005303030303030303
4;2024-02-01;47;0.01021073213121877
4;2024-03-01;9;0.0023461939520333683
4;2024-04-01;17;0.002827207716614003
4;2024-05-01;19;0.004829689883070666
4;2024-06-01;6;0.0017767249037607344
4;2024-07-01;57;0.01975736568457539
4;2024-08-01;8;0.0029239766081871343
4;2024-09-01;4;0.0013458950201884253
4;2024-10-01;31;0.00630979035212701
4;2024-11-01;6;0.0018253726802555522
4;2024-12-01;28;0.011996572407883462
4;2025-01-01;31;0.008308764406325383
4;2025-02-01;17;0.004327902240325866
4;2025-03-01;15;0.004655493482309125
4;2025-04-01;14;0.003553299492385787
4;2025-05-01;22;0.004035956705191708
4;2025-06-01;42;0.005571769700185725
4;2025-07-01;43;0.007520111927247289
4;2025-08-01;71;0.002577319587628866
4;2025-09-01;1;0.0010660980810234541
5;2020-06-01;1;0.009174311926605505
5;2020-08-01;1;0.005988023952095809
5;2020-09-01;1;0.006329113924050633
5;2021-05-01;24;0.006376195536663124
5;2021-06-01;10;0.004506534474988734
5;2021-07-01;4;0.0031821797931583136
5;2021-10-01;1;0.0049504950495049506
5;2021-11-01;1;0.006666666666666667
5;2022-02-01;1;0.004878048780487805
5;2022-05-01;3;0.00436046511627907
5;2022-06-01;3;0.0069124423963133645
5;2023-01-01;1;0.006329113924050633
5;2023-02-01;5;0.03496503496503497
5;2023-04-01;1;0.005154639175257732
5;2023-06-01;1;0.010526315789473684
5;2023-07-01;2;0.010309278350515464
5;2023-08-01;2;0.02564102564102564
5;2023-10-01;94;0.005830542116362734
5;2023-11-01;67;0.004998880847571439
5;2023-12-01;41;0.00547542735042735
5;2024-01-01;14;0.0035353535353535356
5;2024-02-01;26;0.005648490115142298
5;2024-03-01;18;0.0046923879040667365
5;2024-04-01;15;0.002494595044071179
5;2024-05-01;18;0.004575495678698526
5;2024-06-01;20;0.005922416345869114
5;2024-07-01;8;0.0027729636048526864
5;2024-08-01;11;0.00402046783625731
5;2024-09-01;14;0.004710632570659489
5;2024-10-01;34;0.006920415224913495
5;2024-11-01;20;0.0060845756008518406
5;2024-12-01;10;0.004284490145672665
5;2025-01-01;27;0.007236665773251139
5;2025-02-01;12;0.003054989816700611
5;2025-03-01;18;0.00558659217877095
5;2025-04-01;21;0.00532994923857868
5;2025-05-01;44;0.008071913410383416
5;2025-06-01;38;0.0050411249668347044
5;2025-07-01;26;0.004547044421126268
5;2025-08-01;129;0.004682735588790475
5;2025-09-01;5;0.005330490405117271
6;2020-05-01;2;0.028169014084507043
6;2020-08-01;3;0.017964071856287425
6;2021-01-01;2;0.046511627906976744
6;2021-04-01;2;0.02127659574468085
6;2021-05-01;41;0.010892667375132838
6;2021-06-01;17;0.0076611086074808476
6;2021-07-01;11;0.008750994431185362
6;2021-08-01;1;0.003105590062111801
6;2021-09-01;2;0.00881057268722467
6;2021-11-01;1;0.006666666666666667
6;2022-01-01;1;0.014084507042253521
6;2022-02-01;1;0.004878048780487805
6;2022-03-01;3;0.011152416356877323
6;2022-05-01;12;0.01744186046511628
6;2022-06-01;4;0.009216589861751152
6;2022-07-01;1;0.0031545741324921135
6;2022-08-01;1;0.003236245954692557
6;2023-01-01;1;0.006329113924050633
6;2023-04-01;1;0.005154639175257732
6;2023-05-01;3;0.0084985835694051
6;2023-06-01;1;0.010526315789473684
6;2023-10-01;161;0.009986354050365959
6;2023-11-01;108;0.008057897485637544
6;2023-12-01;77;0.010283119658119658
6;2024-01-01;47;0.011868686868686869
6;2024-02-01;30;0.00651748859439496
6;2024-03-01;41;0.010688216892596455
6;2024-04-01;47;0.007816397804756361
6;2024-05-01;18;0.004575495678698526
6;2024-06-01;37;0.010956470239857862
6;2024-07-01;13;0.004506065857885615
6;2024-08-01;24;0.008771929824561403
6;2024-09-01;31;0.010430686406460296
6;2024-10-01;50;0.01017708121310808
6;2024-11-01;20;0.0060845756008518406
6;2024-12-01;25;0.010711225364181662
6;2025-01-01;22;0.0058965424819083356
6;2025-02-01;31;0.007892057026476579
6;2025-03-01;38;0.011793916821849782
6;2025-04-01;36;0.009137055837563452
6;2025-05-01;30;0.00550357732526142
6;2025-06-01;53;0.0070310427169010346
6;2025-07-01;63;0.011017838405036727
6;2025-08-01;260;0.009438071729345143
6;2025-09-01;7;0.007462686567164179
7;2021-05-01;1;0.00026567481402763017
7;2021-06-01;1;0.0004506534474988734
7;2023-07-01;1;0.005154639175257732
7;2023-10-01;19;0.0011785138320307654
7;2023-11-01;19;0.0014175930761769753
7;2023-12-01;16;0.002136752136752137
7;2024-01-01;16;0.00404040404040404
7;2024-02-01;34;0.007386487073647621
7;2024-03-01;48;0.01251303441084463
7;2024-04-01;33;0.005488109096956594
7;2024-05-01;14;0.0035587188612099642
7;2024-06-01;11;0.003257328990228013
7;2024-07-01;3;0.0010398613518197574
7;2024-08-01;13;0.004751461988304093
7;2024-09-01;13;0.004374158815612382
7;2024-10-01;59;0.012008955831467535
7;2024-11-01;6;0.0018253726802555522
7;2024-12-01;14;0.005998286203941731
7;2025-01-01;12;0.0032162958992227285
7;2025-02-01;12;0.003054989816700611
7;2025-03-01;2;0.0006207324643078833
7;2025-04-01;12;0.003045685279187817
7;2025-05-01;28;0.005136672170243992
7;2025-06-01;36;0.004775802600159193
7;2025-07-01;17;0.002973067506121021
7;2025-08-01;14;0.0005082038623493539
8;2020-08-01;1;0.005988023952095809
8;2020-10-01;1;0.06666666666666667
8;2020-11-01;1;0.2
8;2021-02-01;1;0.020833333333333332
