topic;time_bin;count;share
0;2020-05-01;26;0.6666666666666666
0;2020-06-01;25;0.4032258064516129
0;2020-07-01;57;0.76
0;2020-08-01;82;0.6890756302521008
0;2020-09-01;76;0.6333333333333333
0;2020-10-01;9;0.8181818181818182
0;2020-11-01;3;1.0
0;2021-01-01;14;0.6363636363636364
0;2021-02-01;22;0.7096774193548387
0;2021-03-01;20;0.6451612903225806
0;2021-04-01;65;0.8666666666666667
0;2021-05-01;1510;0.6614104248795445
0;2021-06-01;958;0.6643550624133149
0;2021-07-01;627;0.6852459016393443
0;2021-08-01;158;0.683982683982684
0;2021-09-01;103;0.6912751677852349
0;2021-10-01;65;0.5416666666666666
0;2021-11-01;75;0.7142857142857143
0;2021-12-01;8;0.5714285714285714
0;2022-01-01;41;0.7735849056603774
0;2022-02-01;79;0.6752136752136753
0;2022-03-01;109;0.6687116564417178
0;2022-04-01;45;0.703125
0;2022-05-01;284;0.6713947990543735
0;2022-06-01;196;0.7075812274368231
0;2022-07-01;152;0.6877828054298643
0;2022-08-01;143;0.7114427860696517
0;2022-09-01;46;0.696969696969697
0;2022-10-01;4;0.6666666666666666
0;2022-11-01;1;0.5
0;2022-12-01;8;0.5
0;2023-01-01;49;0.550561797752809
0;2023-02-01;43;0.6231884057971014
0;2023-03-01;1;0.3333333333333333
0;2023-04-01;69;0.7419354838709677
0;2023-05-01;153;0.6681222707423581
0;2023-06-01;41;0.7192982456140351
0;2023-07-01;86;0.6991869918699187
0;2023-08-01;26;0.6842105263157895
0;2023-09-01;16;0.8
0;2023-10-01;7795;0.7081213662790697
0;2023-11-01;6556;0.7225038571743443
0;2023-12-01;3486;0.6863555818074424
0;2024-01-01;1789;0.682824427480916
0;2024-02-01;2046;0.7050310130944176
0;2024-03-01;1636;0.6894226717235566
0;2024-04-01;2591;0.6698552223371251
0;2024-05-01;1862;0.698948948948949
0;2024-06-01;1638;0.7225408028231143
0;2024-07-01;1352;0.7134564643799473
0;2024-08-01;1130;0.6344750140370579
0;2024-09-01;1450;0.7733333333333333
0;2024-10-01;2252;0.7156021607880522
0;2024-11-01;1256;0.6276861569215393
0;2024-12-01;1063;0.7216564833672776
0;2025-01-01;1710;0.7206068268015171
0;2025-02-01;1585;0.7007073386383731
0;2025-03-01;1456;0.7088607594936709
0;2025-04-01;1839;0.7197651663405088
0;2025-05-01;2319;0.710260336906585
0;2025-06-01;3160;0.6946581666300286
0;2025-07-01;2579;0.7228139013452914
0;2025-08-01;13682;0.7281920272499867
0;2025-09-01;507;0.762406015037594
1;2020-06-01;4;0.06451612903225806
1;2020-08-01;7;0.058823529411764705
1;2020-09-01;4;0.03333333333333333
1;2021-04-01;3;0.04
1;2021-05-01;126;0.05519053876478318
1;2021-06-01;90;0.06241331484049931
1;2021-07-01;50;0.0546448087431694
1;2021-08-01;20;0.08658008658008658
1;2021-09-01;8;0.053691275167785234
1;2021-10-01;5;0.041666666666666664
1;2021-11-01;9;0.08571428571428572
1;2021-12-01;1;0.07142857142857142
1;2022-02-01;2;0.017094017094017096
1;2022-03-01;5;0.03067484662576687
1;2022-04-01;1;0.015625
1;2022-05-01;25;0.0591016548463357
1;2022-06-01;18;0.06498194945848375
1;2022-07-01;10;0.04524886877828054
1;2022-08-01;5;0.024875621890547265
1;2022-09-01;7;0.10606060606060606
1;2022-11-01;1;0.5
1;2022-12-01;7;0.4375
1;2023-01-01;7;0.07865168539325842
1;2023-02-01;3;0.043478260869565216
1;2023-03-01;1;0.3333333333333333
1;2023-04-01;4;0.043010752688172046
1;2023-05-01;13;0.056768558951965066
1;2023-06-01;1;0.017543859649122806
1;2023-07-01;2;0.016260162601626018
1;2023-10-01;429;0.038971656976744186
1;2023-11-01;305;0.03361251928587172
1;2023-12-01;201;0.039574719432959246
1;2024-01-01;89;0.03396946564885496
1;2024-02-01;59;0.02033080634045486
1;2024-03-01;60;0.025284450063211124
1;2024-04-01;94;0.024301964839710446
1;2024-05-01;61;0.0228978978978979
1;2024-06-01;71;0.031318923687692984
1;2024-07-01;72;0.03799472295514512
1;2024-08-01;62;0.03481190342504211
1;2024-09-01;46;0.024533333333333334
1;2024-10-01;92;0.0292341912932952
1;2024-11-01;64;0.031984007996002
1;2024-12-01;36;0.024439918533604887
1;2025-01-01;75;0.0316055625790139
1;2025-02-01;67;0.02961980548187445
1;2025-03-01;99;0.048198636806231744
1;2025-04-01;126;0.049315068493150684
1;2025-05-01;102;0.03124042879019908
1;2025-06-01;144;0.03165530885908991
1;2025-07-01;90;0.02522421524663677
1;2025-08-01;601;0.031986800787694926
1;2025-09-01;12;0.01804511278195489
2;2020-05-01;1;0.02564102564102564
2;2020-07-01;1;0.013333333333333334
